4,3658,1
3,7231,1
23,3723,1
31,5176,1
4,11485,1
10,4143,1
9,489,1
5,5311,1
31,5682,1
9,3884,1
7,9848,1
6,3934,1
3,7261,1
9,3392,1
3,7738,1
185,89770,2
29,3630,1
10,4747,1
25,4515,1
35,5729,1
2,2400,1
3,4239,1
4,304,1
4,3600,1
6,3651,1
27,4917,1
2,2545,1
5,5277,1
4,7691,1
4,7591,1
4,4949,1
8,3959,1
4,9433,1
12,5961,1
2,2176,1
3,7637,1
7,109,2
4,5609,1
16,5284,1
3,3690,1
6,3617,1
4,3903,1
8,7710,1
29,5083,1
7,3835,1
4,7941,1
3,5218,1
25,15502,1
23,4144,1
7,3956,1
8,4294,1
4,3787,1
16,4076,1
4,5823,1
34,4804,1
5,10894,1
8,3819,1
4,8036,1
2,2377,1
4,80,2
2,746,1
3,8520,1
46,8356,1
3,7361,1
4,7418,1
2,4805,1
6,4292,1
40,13652,1
66,11519,1
4,6721,1
22,3729,1
12,15939,1
4,8802,1
3,7689,1
33,5971,1
8,3810,1
13,2665,1
146,14326,1
6,14978,1
25,4417,1
5,9775,1
8,4418,1
9,4737,1
3,7391,1
2,5785,1
5,14355,1
181,47823,2
3,5468,1
6,8973,1
7,9080,1
6,6222,1
3,5796,1
60,10372,1
6,6745,1
8,4473,1
51,9207,1
21,3842,1
23,4207,1
25,4052,1
7,16829,1
42,15174,1
6,3758,1
13,199,2
31,5468,1
31,5409,1
23,4081,1
9,5685,1
29,5014,1
312,53350,2
3,4731,1
25,4096,1
11,6068,1
5,11220,1
39,7027,1
5,4501,1
34,3698,1
4,9399,1
10,4630,1
10,5349,1
8,4225,1
3,4675,1
16,14617,1
4,5095,1
4,167,1
3,5340,1
20,3612,1
7,6790,1
20,16244,1
9,7859,1
3,7331,1
32,5675,1
6,8887,1
6,3734,1
18,8262,1
50,8620,1
4,7428,1
4,135,1
7,4429,1
9,3616,1
18,7649,1
9,9440,1
4,8354,1
2,1999,1
34,5967,1
2,2510,1
22,3890,1
33,5960,1
4,5110,1
3,4232,1
8,3981,1
3,4500,1
539,84777,2
3,7632,1
71,12488,1
3,7805,1
2,1800,1
20,3664,1
5,7624,1
3,7672,1
23,4113,1
5,11765,1
4,1054,1
4,9847,1
2,3050,1
21,3663,1
3,7249,1
8,10572,1
15,7190,1
4,7868,1
16,2803,1
3,3743,1
3,7494,1
4,9927,1
4,4377,1
33,6197,1
7,8069,1
4,10455,1
12,5516,1
6,3893,1
55,23350,1
11,5609,1
7,8052,1
11,6893,1
22,3882,1
8,10248,1
4,4175,1
3,5150,1
6,13674,1
21,3168,1
3,358,1
13,6357,1
2,5752,1
3,9060,1
10,3809,1
28,4936,1
12,3745,1
8,3643,1
2,101,1
27,7464,1
8,88,2
36,6579,1
12,5926,1
4,7764,1
7,6156,1
9,10102,1
40,7266,1
8,3814,1
8,3864,1
17,6428,1
5,3945,1
4,4820,1
23,3855,1
6,3776,1
2,2835,1
4,3506,1
9,4958,1
15,6642,1
36,6184,1
3,7747,1
8,4101,1
24,4315,1
14,8074,1
29,12354,1
4,8308,1
21,3685,1
22,4003,1
5,4266,1
33,5896,1
5,6068,1
8,4418,1
12,5510,1
8,6574,1
22,3923,1
8,3990,1
8,3734,1
4,5547,1
8,4214,1
24,4153,1
17,7437,1
8,4175,1
20,8807,1
9,6814,1
6,12433,1
5,3765,1
37,6147,1
12,5106,1
4,3710,1
7,17320,1
10,3832,1
10,3670,1
20,3622,1
4,8066,1
6,14429,1
13,846,1
106,8502,1
13,6727,1
7,6636,1
2,3173,1
11,10959,1
2,2466,1
28,5101,1
3,7410,1
27,4482,1
64,10898,1
6,7026,1
8,3818,1
95,72671,2
3,7478,1
23,3919,1
1,24,1
6,4511,1
8,4173,1
27,4929,1
27,4895,1
4,8911,1
4,13834,1
4,4971,1
8,658,1
3,8561,1
8,6964,1
6,3954,1
4,4319,1
28,4918,1
4,4601,1
4,8843,1
25,4508,1
4,9510,1
4,8349,1
35,6196,1
33,5859,1
8,3855,1
12,4875,1
4,5364,1
47,8449,1
22,3940,1
1,742,1
2,2725,1
32,5781,1
71,12639,1
4,8405,1
4,3956,1
3,125,1
12,5626,1
38,6697,1
36,6477,1
2,9018,1
3,7466,1
24,4359,1
4,141,1
8,4623,1
31,5558,1
2,4853,1
10,13736,1
11,15263,1
14,6031,1
4,9896,1
13,199,2
141,75683,1
6,10217,1
36,6088,1
4,2477,1
3,1923,1
3,647,1
3,7582,1
4,5255,1
25,4241,1
4,4084,1
24,4345,1
4,5622,1
8,3488,1
4,2673,1
7,4470,1
5,216,1
1301,283449,2
10,7312,1
7,109,1
45,8102,1
24,4196,1
20,5245,1
32,5749,1
3,7216,1
69,12528,1
577,260502,2
4,8225,1
3,7388,1
19,5145,1
24,4129,1
3,9170,1
10,4765,1
25,4569,1
3,7636,1
4,3599,1
9,6465,1
4,8603,1
4,4717,1
20,6195,1
8,4064,1
10,6199,1
8,4432,1
28,4858,1
5,5521,1
3,4018,1
4,2783,1
9,22124,1
39,15785,1
6,3682,1
24,11841,1
20,3652,1
10,5173,1
22,15543,1
10,5594,1
3,7549,1
37,6307,1
1301,283449,2
29,5158,1
3,9813,1
20,9019,1
8,88,2
18,13958,1
218,103574,2
5,5593,1
3,9161,1
7,3633,1
8,1170,1
29,5220,1
3,5659,1
9,6657,1
5,1774,1
4,4849,1
4,2187,1
8,4048,1
5,3846,1
4,2055,1
238,108836,2
8,3858,1
10,5068,1
9,4212,1
8,3728,1
3,2314,1
4,8494,1
17,12487,1
3,7540,1
4,8206,1
43,7553,1
6,8149,1
6,6153,1
9,2460,1
18,15971,1
4,5060,1
8,3651,1
26,4601,1
4,9206,1
56,9642,1
4,2659,1
1,39,1
8,4879,1
2,2852,1
21,3683,1
28,4952,1
12,6612,1
96,49308,1
10,5036,1
1301,283449,2
6,11920,1
2,262,1
2,314,1
4,6499,1
7,4869,1
17,3709,1
4,4437,1
4,7834,1
4,7707,1
3,7419,1
8,6387,1
17,3692,1
13,199,2
27,4640,1
4,7846,1
4,9881,1
7,15722,1
20,4764,1
32,21400,1
9,4999,1
27,4306,1
3,97,1
18,4297,1
4,4749,1
6,4480,1
2,2918,1
8,4265,1
4,4122,1
138,37717,2
3,7653,1
6,14797,1
26,4564,1
8,9341,1
51,21055,1
3,4953,1
10,5166,1
3,8159,1
10,5778,1
7,628,1
8,12768,1
33,5843,1
26,4825,1
23,2681,2
6,11779,1
6,3740,1
9,4515,1
27,4652,1
4,8912,1
4,7504,1
23,4211,1
24,11508,1
5,3889,1
4,5634,1
5,5811,1
3,4355,1
11,6866,1
28,4630,1
4,7382,1
4,8518,1
52,25883,1
2,2060,1
25,4179,1
12,4933,1
2,3600,1
148,54259,1
3,6187,1
14,3094,1
8,3651,1
13,2197,1
6,3931,1
27,4903,1
4,4204,1
6,9703,1
5,5495,1
82,14670,1
11,10651,1
3,7682,1
6,4255,1
5,5463,1
3,7425,1
8,88,2
10,5233,1
9,9019,1
35,6277,1
6,3889,1
35,6101,1
25,4474,1
23,4177,1
3,8677,1
4,4579,1
29,5257,1
4,4372,1
4,7318,1
10,5551,1
14,14248,1
9,272,1
5,5692,1
762,117700,1
4,5541,1
13,11778,1
25,10499,1
61,28537,1
4,8907,1
10,5529,1
8,9910,1
17,8024,1
28,12027,1
19,10431,1
4,1778,1
41,7336,1
10,4989,1
7,3871,1
6,8991,1
1301,283449,2
15,6187,1
12,17031,1
1,60,1
3,7823,1
14,6368,1
7,3953,1
4,8019,1
30,5167,1
27,4880,1
3,7423,1
6,9981,1
2,6941,1
4,4215,1
10,4622,1
4,5424,1
1,41,1
34,14289,1
3,7900,1
53,27254,2
308,84245,2
82,8514,1
3,8917,1
2,4105,1
3,8559,1
49,8022,1
6,10800,1
4,3688,1
27,4075,1
6,4636,1
3,9348,1
7,4573,1
4,8100,1
10,3765,1
31,11301,1
4,117,1
22,3613,1
8,4749,1
35,6101,1
10,4126,1
118,90951,2
4,8967,1
6,8371,1
22,10761,1
28,4226,1
24,4205,1
4,8041,1
5,11335,1
4,5072,1
7,132,1
32,17714,1
6,12932,1
33,5672,1
4,6460,1
6,7605,1
1301,283449,2
10,4378,1
4,6787,1
29,5104,1
8,5526,1
3,8809,1
2,323,1
1301,283449,2
4,6063,1
5,14739,1
25,4473,1
8,4169,1
29,5165,1
4,2388,1
28,4640,1
10,4616,1
8,4468,1
2,1803,1
25,4478,1
38,6671,1
8,3903,1
8,4424,1
2,1800,1
22,4004,1
31,5400,1
4,10116,1
6,16772,1
4,11241,1
8,4097,1
10,4640,1
10,5986,1
22,14050,1
3,7387,1
5,13144,1
4,4164,1
25,4388,1
3,860,1
23,4260,1
4,3761,1
11,2282,1
8,3971,1
8,4432,1
5,12217,1
22,10538,1
25,4264,1
4,4148,1
33,5779,1
4,4475,1
4,10967,1
85,40295,1
13,7603,1
16,8319,1
2,3325,1
37,6580,1
4,12735,1
11,2660,1
4,11222,1
36,6596,1
28,4952,1
4,8171,1
4,3475,1
6,4609,1
28,4889,1
6,15622,1
32,5514,1
6,5574,1
12,5965,1
6,10112,1
8,4537,1
2,5705,1
26,4413,1
45,7899,1
4,9541,1
3,7231,1
5,5037,1
6,16350,1
8,6408,1
30,5210,1
24,4177,1
6,3655,1
3,7214,1
9,4324,1
26,4536,1
5,4716,1
4,4137,1
25,4515,1
14,6097,1
4,8262,1
28,4651,1
10,5339,1
15,8177,1
28,3404,1
38,15588,1
22,3891,1
3,7886,1
3,4400,1
21,3812,1
7,6548,1
22,6558,1
8,3686,1
4,7893,1
27,4228,1
8,4135,1
6,6196,1
45,7903,1
3,8492,1
10,5408,1
6,6938,1
8,7159,1
4,10104,1
3,8019,1
4,3907,1
